SchoolName,COUNTA of Level,School Type,Jewish,Catholic,Religious,Student Teacher Ratio,Students
"MILLENIUM ART ACADEMY, THE ANTONIA PANTOJA PREPARATORY ACAD, BRONX COMMUNITY HS, BRONX BRIDGES HIGH",3,0,0,0,0,10.4400000,334.0
"MILLENIUM ART ACADEMY, THE ANTONIA PANTOJA PREPARATORY ACAD, BRONX COMMUNITY HS, BRONX BRIDGES HIGH",3,0,0,0,0,8.2100000,120.0
"MILLENIUM ART ACADEMY, THE ANTONIA PANTOJA PREPARATORY ACAD, BRONX COMMUNITY HS, BRONX BRIDGES HIGH",3,0,0,0,0,11.1900000,385.0
"MILLENIUM ART ACADEMY, THE ANTONIA PANTOJA PREPARATORY ACAD, BRONX COMMUNITY HS, BRONX BRIDGES HIGH",3,0,0,0,0,7.8700000,313.0
"MILLENIUM ART ACADEMY, THE ANTONIA PANTOJA PREPARATORY ACAD, BRONX COMMUNITY HS, BRONX BRIDGES HIGH",3,0,0,0,0,9.8200000,362.0
"MILLENNIUM HIGH SCHOOL, P.S. M226 @ MILLENNIUM HS",0,0,0,0,0,15.4700000,665.0
"MOTT HALL IV, OCEAN HILL COLLEGIATE CHARTER SCHOOL, EAGLE ACADEMY FOR YOUNG MEN II",2,0,0,0,0,11.9500000,599.0
"MS 297, P751M AT M323",3,0,0,0,0,9.5900000,422.0
"MS342 PATRIA MIRABAL, KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCH, M.S. 319 - MARIA TERESA",0,0,0,0,0,7.6000000,236.0
"MS342 PATRIA MIRABAL, KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCH, M.S. 319 - MARIA TERESA",0,0,0,0,0,7.6900000,221.0
MURRY BERGTRAUM HIGH SCHOOL,4,0,0,0,0,10.0700000,391.0
MURRY BERGTRAUM HIGH SCHOOL,4,0,0,0,0,7.4300000,104.0
MURRY BERGTRAUM HIGH SCHOOL,4,0,0,0,0,11.8200000,520.0
MURRY BERGTRAUM HIGH SCHOOL,4,0,0,0,0,11.2000000,309.0
NAPLES STREET ELEMENTARY SCHOOL,0,0,0,0,0,9.7500000,299.0
"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",0,0,0,0,0,16.5200000,1610.0
"NEW HEIGHTS MIDDLE SCHOOL, ACHIEVEMENT 1ST CROWN HEIGHTS MS, ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER",3,0,0,0,0,13.3200000,1339.0
"NEW HEIGHTS MIDDLE SCHOOL, ACHIEVEMENT 1ST CROWN HEIGHTS MS, ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER",3,0,0,0,0,11.0200000,248.0
NEW SETTLEMENT COMMUNITY CAMPUS,0,0,0,0,0,11.1900000,669.0
NEW SETTLEMENT COMMUNITY CAMPUS,0,0,0,0,0,15.9300000,409.0
"NEW VISIONS AIM CHARTER HIGH SCHOOL I, BROWNSVILLE ACADEMY HIGH SCHOOL",2,0,0,0,0,6.1600000,77.0
"NEW VISIONS AIM CHARTER HIGH SCHOOL I, BROWNSVILLE ACADEMY HIGH SCHOOL",2,0,0,0,0,7.2600000,154.0
"NEW VISIONS CHARTER HS-ADV MA/SCI II, NEW VISIONS CHARTER HIGH SCH FOR THE HUMANITIES II",0,0,0,0,0,11.0300000,395.0
"NEW VISIONS CHARTER HS-ADV MA/SCI II, NEW VISIONS CHARTER HIGH SCH FOR THE HUMANITIES II",0,0,0,0,0,9.1300000,497.0
"NORTH BRONX SCHOOL OF EMPOWERMENT, LEADERS OF TOMORROW",2,0,0,0,0,12.4800000,387.0
"NORTH BRONX SCHOOL OF EMPOWERMENT, LEADERS OF TOMORROW",2,0,0,0,0,11.4500000,370.0
"P.S. /I.S. 384 FRANCES E. CARTER, P053K @ PS 384K",0,0,0,0,0,9.1900000,346.0
P.S. 001 ALFRED E. SMITH,0,0,0,0,0,10.1600000,192.0
P.S. 001 TOTTENVILLE,1,0,0,0,0,15.3900000,431.0
P.S. 002 MEYER LONDON,1,0,0,0,0,6.8700000,329.0
P.S. 003 CHARRETTE SCHOOL,3,0,0,0,0,13.3100000,519.0
P.S. 003 THE BEDFORD VILLAGE,0,0,0,0,0,11.4500000,224.0
"P.S. 005 DR. RONALD MCNAIR, P140K AT K005",1,0,0,0,0,11.3500000,227.0
P.S. 006,1,0,0,0,0,14.2800000,588.0
"P.S. 006 WEST FARMS, THE VIDA BOGART SCHOOL FOR ALL CHILD",1,0,0,0,0,14.9700000,449.0
"P.S. 006 WEST FARMS, THE VIDA BOGART SCHOOL FOR ALL CHILD",1,0,0,0,0,5.1100000,470.0
P.S. 007 KINGSBRIDGE,0,0,0,0,0,11.2200000,400.0
P.S. 008 ISSAC VARIAN,1,0,0,0,0,13.7300000,672.0
P.S. 008 ROBERT FULTON,0,0,0,0,0,15.1800000,570.0
P.S. 009 TEUNIS G. BERGEN,0,0,0,0,0,13.8600000,732.0
P.S. 011 HIGHBRIDGE,1,0,0,0,0,10.4000000,426.0
P.S. 011 PURVIS J. BEHAN,4,0,0,0,0,19.9000000,832.0
P.S. 013 M. L. LINDEMEYER,2,0,0,0,0,12.7000000,766.0
"P.S. 013 ROBERTO CLEMENTE, ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL",1,0,0,0,0,12.6400000,1144.0
"P.S. 013 ROBERTO CLEMENTE, ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL",1,0,0,0,0,10.5300000,342.0
P.S. 015 PATRICK F. DALY,5,0,0,0,0,7.8400000,381.0
"P.S. 016 LEONARD DUNKLY, WILLIAMSBURG COLLEGIATE CHARTER SCHOOL",0,0,0,0,0,10.9200000,161.0
P.S. 016 WAKEFIELD,0,0,0,0,0,16.2900000,313.0
P.S. 018 EDWARD BUSH,1,0,0,0,0,6.8000000,170.0
P.S. 018 JOHN G. WHITTIER,0,0,0,0,0,10.4300000,364.0
P.S. 018 JOHN PETER ZENGER,0,0,0,0,0,10.4600000,342.0
P.S. 019 THE CURTIS SCHOOL,0,0,0,0,0,10.9100000,454.0
P.S. 020 ANNA SILVER,3,0,0,0,0,10.1100000,313.0
P.S. 020 CLINTON HILL,2,0,0,0,0,20.1800000,619.0
P.S. 020 PORT RICHMOND,0,0,0,0,0,9.7100000,335.0
"P.S. 021 CRISPUS ATTUCKS, P140K @ PS 77K ANNEX",3,0,0,0,0,14.8700000,470.0
P.S. 022 GRANITEVILLE,0,0,0,0,0,12.4000000,786.0
P.S. 022 GRANITEVILLE (3rd/4th Grade),1,0,0,0,0,12.4000000,786.0
"P.S. 023 CARTER G. WOODSON, BROOKLYN CHARTER SCHOOL",0,0,0,0,0,†,166.0
"P.S. 023 CARTER G. WOODSON, BROOKLYN CHARTER SCHOOL",0,0,0,0,0,9.6500000,222.0
P.S. 023 RICHMONDTOWN,0,0,0,0,0,14.5100000,591.0
P.S. 023 THE NEW CHILDREN'S SCHOOL,0,0,0,0,0,12.4400000,364.0
"P.S. 025 EUBIE BLAKE SCHOOL, SUCCESS ACADEMY CHARTER SCHOOL- LAFAYETTE MIDDLE SCHOOL",0,0,0,0,0,7.5000000,60.0
"P.S. 025 EUBIE BLAKE SCHOOL, SUCCESS ACADEMY CHARTER SCHOOL- LAFAYETTE MIDDLE SCHOOL",0,0,0,0,0,†,232.0
"P.S. 026 JESSE OWENS, MADIBA PREP MIDDLE SCHOOL, P140K @ K026",4,0,0,0,0,5.9600000,201.0
"P.S. 026 JESSE OWENS, MADIBA PREP MIDDLE SCHOOL, P140K @ K026",4,0,0,0,0,6.8100000,183.0
P.S. 028 MOUNT HOPE,2,0,0,0,0,11.5200000,589.0
P.S. 029 JOHN M. HARRIGAN,1,0,0,0,0,15.8900000,721.0
P.S. 030 WESTERLEIGH,2,0,0,0,0,12.5700000,659.0
P.S. 031 SAMUEL F. DUPONT,0,0,0,0,0,16.6700000,524.0
P.S. 031 WILLIAM T. DAVIS,0,0,0,0,0,8.5100000,332.0
P.S. 032 SAMUELS MILLS SPROLE,2,0,0,0,0,8.0700000,452.0
P.S. 033 TIMOTHY DWIGHT,0,0,0,0,0,12.8100000,747.0
P.S. 034 OLIVER H. PERRY,1,0,0,0,0,14.7100000,402.0
P.S. 036 J. C. DRUMGOOLE,1,0,0,0,0,15.5600000,842.0
P.S. 036 MARGARET DOUGLAS,2,0,0,0,0,9.5700000,268.0
P.S. 036 UNIONPORT,1,0,0,0,0,16.0600000,702.0
P.S. 038 GEORGE CROMWELL,0,0,0,0,0,11.4100000,348.0
P.S. 038 THE PACIFIC,1,0,0,0,0,15.3400000,537.0
P.S. 041 GUN HILL ROAD,0,0,0,0,0,11.9500000,592.0
P.S. 042 BENJAMIN ALTMAN,1,0,0,0,0,10.8400000,482.0
"P.S. 042 CLAREMONT, P469X @ X042",2,0,0,0,0,8.8300000,316.0
P.S. 042 ELTINGVILLE,0,0,0,0,0,15.8300000,1011.0
"P.S. 044 DAVID C. FARRAGUT, KIPP FREEDOM CHARTER MIDDLE SCHOOL",4,0,0,0,0,9.4200000,226.0
"P.S. 044 MARCUS GARVEY, UNITY PREPARATORY CHARTER SCH BKLYN",0,0,0,0,0,5.0300000,119.0
"P.S. 044 MARCUS GARVEY, UNITY PREPARATORY CHARTER SCH BKLYN",0,0,0,0,0,10.6300000,558.0
P.S. 045 JOHN TYLER,2,0,0,0,0,15.3200000,797.0
P.S. 046 ALBERT V. MANISCALCO,1,0,0,0,0,10.3300000,190.0
"P.S. 046 EDWARD C. BLUM, FORT GREENE PREPARATORY ACADEMY",2,0,0,0,0,5.9600000,173.0
"P.S. 046 EDWARD C. BLUM, FORT GREENE PREPARATORY ACADEMY",2,0,0,0,0,12.6600000,234.0
P.S. 048 JOSEPH R. DRAKE(Main Kitchen),2,0,0,0,0,13.5800000,475.0
P.S. 050 FRANK HANKINSON,0,0,0,0,0,16.6600000,739.0
P.S. 052 JOHN C. THOMPSON,2,0,0,0,0,12.7500000,604.0
P.S. 053 BAY TERRACE,2,0,0,0,0,16.4700000,811.0
P.S. 055 HENRY M. BOEHM,0,0,0,0,0,9.9800000,509.0
"P.S. 056 LEWIS H. LATIMER, P.S. K369  - COY L. COX SCHOOL, THE URBAN ASSEMBLY UNISON SCHOOL",2,0,0,0,0,13.7100000,262.0
"P.S. 056 LEWIS H. LATIMER, P.S. K369  - COY L. COX SCHOOL, THE URBAN ASSEMBLY UNISON SCHOOL",2,0,0,0,0,8.4100000,173.0
"P.S. 057 CRESCENT, FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL",1,0,0,0,0,8.8500000,239.0
"P.S. 057 CRESCENT, FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL",1,0,0,0,0,11.9700000,383.0
P.S. 057 HUBERT H. HUMPHREY,0,0,0,0,0,10.8400000,481.0
P.S. 058 THE CARROLL,4,0,0,0,0,14.7300000,751.0
"P.S. 059 BEEKMAN HILL INTERNATIONAL, P169M @ PS 59M, ART AND DESIGN HIGH SCHOOL",0,0,0,0,0,14.7600000,1469.0
"P.S. 059 BEEKMAN HILL INTERNATIONAL, P169M @ PS 59M, ART AND DESIGN HIGH SCHOOL",0,0,0,0,0,14.9400000,523.0
P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,0,0,0,0,0,14.2300000,442.0
"P.S. 059 WILLIAM FLOYD, BROOKLYN SUCCESS ACADEMY CHARTER SCHOOL 2",0,0,0,0,0,12.4500000,308.0
P.S. 060 ALICE AUSTEN,0,0,0,0,0,12.3100000,628.0
"P.S. 061 FRANCISCO OLLER, E.S.M.T- I.S. 190",1,0,0,0,0,11.0000000,225.0
"P.S. 061 FRANCISCO OLLER, E.S.M.T- I.S. 190",1,0,0,0,0,12.8900000,226.0
P.S. 062 INOCENSIO CASANOVA,1,0,0,0,0,10.5000000,461.0
"P.S. 063 AUTHOR'S ACADEMY, MOTT HALL CHARTER SCHOOL",0,0,0,0,0,12.0000000,228.0
"P.S. 063 AUTHOR'S ACADEMY, MOTT HALL CHARTER SCHOOL",0,0,0,0,0,13.2900000,412.0
"P.S. 066 SCHOOL OF HIGHER EXPECTATIONS, FANNIE LOU HAMER MIDDLE SCHOOL",1,0,0,0,0,7.9500000,227.0
"P.S. 066 SCHOOL OF HIGHER EXPECTATIONS, FANNIE LOU HAMER MIDDLE SCHOOL",1,0,0,0,0,12.7200000,478.0
P.S. 068 BRONX,1,0,0,0,0,9.3900000,469.0
P.S. 069 DANIEL D. TOMPKINS,1,0,0,0,0,8.9800000,771.0
P.S. 069 JOURNEY PREP SCHOOL,1,0,0,0,0,14.6500000,494.0
P.S. 070 MAX SCHOENFELD,2,0,0,0,0,11.9100000,785.0
P.S. 071 ROSE E. SCALA,1,0,0,0,0,13.1000000,1179.0
P.S. 072 DR. WILLIAM DORNEY,5,0,0,0,0,13.0700000,597.0
P.S. 073 BRONX,0,0,0,0,0,14.3900000,331.0
"P.S. 075 EMILY DICKINSON, M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL",0,0,0,0,0,†,75.0
P.S. 075 MAYDA CORTIELLA,2,0,0,0,0,11.0800000,215.0
"P.S. 075, P352X @ PS 75X",1,0,0,0,0,14.7100000,489.0
P.S. 076 THE BENNINGTON SCHOOL,2,0,0,0,0,11.2500000,666.0
P.S. 078 ANNE HUTCHINSON,0,0,0,0,0,14.1300000,603.0
P.S. 081 ROBERT J. CHRISTEN,3,0,0,0,0,14.2800000,672.0
P.S. 083 DONALD HERTZ,0,0,0,0,0,14.3300000,1562.0
P.S. 084 JOSE DE DIEGO,3,0,0,0,0,8.7100000,608.0
P.S. 085 GREAT EXPECTATIONS,2,0,0,0,0,10.7600000,641.0
P.S. 086 KINGSBRIDGE HEIGHTS,0,0,0,0,0,12.2900000,1269.0
P.S. 086 THE IRVINGTON,3,0,0,0,0,12.0700000,369.0
P.S. 087 BRONX,0,0,0,0,0,14.0800000,316.0
P.S. 089 BRONX,0,0,0,0,0,13.0000000,1211.0
P.S. 089 CYPRESS HILLS,0,0,0,0,0,9.8200000,474.0
P.S. 091 THE ALBANY AVENUE SCHOOL,0,0,0,0,0,11.6300000,161.0
"P.S. 092 ADRIAN HEGEMAN, P.S. 092 ADRIAN HEGEMAN",4,0,0,0,0,11.1400000,156.0
"P.S. 092 ADRIAN HEGEMAN, P.S. 092 ADRIAN HEGEMAN",4,0,0,0,0,11.1000000,288.0
"P.S. 093 WILLIAM H. PRESCOTT, SATELLITE EAST MIDDLE SCHOOL",2,0,0,0,0,11.4700000,172.0
"P.S. 093 WILLIAM H. PRESCOTT, SATELLITE EAST MIDDLE SCHOOL",2,0,0,0,0,8.1700000,94.0
"P.S. 095 SHEILA MENCHER, AMPARK NEIGHBORHOOD",0,0,0,0,0,13.0000000,312.0
"P.S. 095 SHEILA MENCHER, AMPARK NEIGHBORHOOD",0,0,0,0,0,11.4300000,902.0
P.S. 095 THE GRAVESEND,3,0,0,0,0,14.9000000,940.0
P.S. 097 BRONX,0,0,0,0,0,13.9300000,543.0
P.S. 100 ISAAC CLASON,1,0,0,0,0,10.5500000,446.0
P.S. 103 HECTOR FONTANEZ,0,0,0,0,0,12.4500000,697.0
P.S. 105 SEN ABRAHAM BERNSTEIN,0,0,0,0,0,12.8700000,692.0
"P.S. 107, ICAHN CHARTER SCHOOL 7 ANNEX",1,0,0,0,0,12.5800000,432.0
"P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX, P.S. 138",0,0,0,0,0,8.9500000,339.0
P.S. 108 SAL ABBRACCIAMENTO,2,0,0,0,0,14.3600000,718.0
P.S. 109 SEDGWICK,2,0,0,0,0,14.5500000,448.0
P.S. 11 THOMAS DONGAN SCHOOL,0,0,0,0,0,12.7500000,327.0
P.S. 110 THE MONITOR,2,0,0,0,0,14.6900000,499.0
"P.S. 110 THEODORE SCHOENFELD, MOTT HALL III",3,0,0,0,0,11.5500000,306.0
"P.S. 110 THEODORE SCHOENFELD, MOTT HALL III",3,0,0,0,0,14.2100000,324.0
P.S. 111 SETON FALLS,2,0,0,0,0,12.4600000,431.0
"P.S. 114 RYDER ELEMENTARY, EXPLORE EXCEL CHARTER SCHOOL",4,0,0,0,0,10.6100000,536.0
"P.S. 114 RYDER ELEMENTARY, EXPLORE EXCEL CHARTER SCHOOL",4,0,0,0,0,12.5500000,364.0
P.S. 116 ELIZABETH L FARRELL,1,0,0,0,0,13.0300000,352.0
P.S. 119,0,0,0,0,0,12.9300000,524.0
"P.S. 120 CARLOS TAPIA, P368K @ PS 120K",4,0,0,0,0,15.1500000,304.0
P.S. 121 THROOP,0,0,0,0,0,14.7900000,557.0
P.S. 123 SUYDAM,3,0,0,0,0,12.4800000,507.0
P.S. 124 YUNG WING,0,0,0,0,0,13.0800000,520.0
P.S. 126 JACOB AUGUST RIIS,3,0,0,0,0,12.4400000,577.0
P.S. 130 ABRAM STEVENS HEWITT,0,0,0,0,0,10.6900000,278.0
P.S. 130 HERNANDO DE SOTO,2,0,0,0,0,13.1500000,605.0
P.S. 132 GARRET A. MORGAN,2,0,0,0,0,13.9200000,378.0
P.S. 132 THE CONSELYEA SCHOOL,3,0,0,0,0,14.9600000,578.0
"P.S. 133 WILLIAM A. BUTLER, P369K @ PS 133",0,0,0,0,0,12.5900000,609.0
P.S. 134 GEORGE F. BRISTOW,0,0,0,0,0,11.5900000,421.0
"P.S. 134 HENRIETTA SZOLD, EDUCATIONAL ALLIANCE HEADSTART AT PS 134",3,0,0,0,0,10.0200000,177.0
"P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS",1,0,0,0,0,10.1500000,414.0
P.S. 138 SAMUEL RANDALL,1,0,0,0,0,14.7900000,503.0
P.S. 140 NATHAN STRAUS,0,0,0,0,0,6.7500000,295.0
"P.S. 142 AMALIA CASTRO, MANHATTAN CHARTER SCHOOL",1,0,0,0,0,11.1900000,179.0
"P.S. 142 AMALIA CASTRO, MANHATTAN CHARTER SCHOOL",1,0,0,0,0,11.8300000,336.0
P.S. 145 ANDREW JACKSON,0,0,0,0,0,10.8500000,445.0
"P.S. 146 EDWARD COLLINS, P186X AT X146",0,0,0,0,0,10.1300000,314.0
"P.S. 147 ISAAC REMSEN, YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN",0,0,0,0,0,13.5700000,190.0
"P.S. 147 ISAAC REMSEN, YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN",0,0,0,0,0,9.7500000,273.0
P.S. 149 DANNY KAYE,1,0,0,0,0,14.4700000,479.0
"P.S. 150 CHRISTOPHER, BROWNSVILLE COLLEGIATE CHARTER SCHOOL",3,0,0,0,0,11.8300000,142.0
P.S. 151 LYNDON B. JOHNSON,4,0,0,0,0,10.5000000,276.0
"P.S. 152 DYCKMAN VALLEY, CHILDREN'S AID SOCIETY HEAD START AT PS 152",1,0,0,0,0,12.7700000,481.0
P.S. 152 EVERGREEN,1,0,0,0,0,14.7200000,655.0
"P.S. 153 ADAM CLAYTON POWELL, HAMILTON HEIGHTS SCHOOL",0,0,0,0,0,12.5400000,374.0
"P.S. 153 ADAM CLAYTON POWELL, HAMILTON HEIGHTS SCHOOL",0,0,0,0,0,12.6500000,227.0
"P.S. 153 HELEN KELLER, P.S. X596 AT X153",2,0,0,0,0,12.5600000,463.0
P.S. 153 HOMECREST,1,0,0,0,0,9.6900000,486.0
"P.S. 156 WAVERLY, I.S. 392",3,0,0,0,0,13.7000000,309.0
"P.S. 156 WAVERLY, I.S. 392",3,0,0,0,0,15.0900000,465.0
"P.S. 157 BENJAMIN FRANKLIN, P.S. 157 BENJAMIN FRANKLIN",1,0,0,0,0,9.7000000,270.0
P.S. 157 GROVE HILL,0,0,0,0,0,12.3900000,427.0
"P.S. 158 BAYARD TAYLOR, YORKVILLE EAST MIDDLE SCHOOL",0,0,0,0,0,15.7100000,644.0
"P.S. 158 BAYARD TAYLOR, YORKVILLE EAST MIDDLE SCHOOL",0,0,0,0,0,12.1900000,256.0
P.S. 158 WARWICK,0,0,0,0,0,13.8500000,402.0
P.S. 159 ISAAC PITKIN,0,0,0,0,0,14.7500000,611.0
P.S. 159 LUIS MUNOZ MARIN BILING,1,0,0,0,0,11.8300000,142.0
"P.S. 161 PONCE DE LEON, P.S. X017",0,0,0,0,0,10.9800000,314.0
"P.S. 161 THE CROWN, SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS",0,0,0,0,0,16.1600000,291.0
P.S. 163 ARTHUR A. SCHOMBURG,2,0,0,0,0,11.1800000,280.0
P.S. 165 IDA POSNER,0,0,0,0,0,12.7900000,193.0
"P.S. 168, BRONX SUCCESS ACADEMY CHARTER SCHOOL 1, THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS",2,0,0,0,0,9.7400000,542.0
P.S. 170,0,0,0,0,0,13.2500000,159.0
"P.S. 173, HARBOR HEIGHTS",1,0,0,0,0,8.1900000,61.0
P.S. 175 CITY ISLAND,0,0,0,0,0,11.6200000,239.0
"P.S. 178 - DR. SELMAN WAKSMAN, P.S. X596",0,0,0,0,0,5.8500000,403.0
"P.S. 178 - DR. SELMAN WAKSMAN, P.S. X596",0,0,0,0,0,11.0200000,319.0
"P.S. 181 BROOKLYN, P396K @ K181",2,0,0,0,0,12.0200000,554.0
P.S. 184 NEWPORT,5,0,0,0,0,11.3100000,440.0
P.S. 188 MANHATTAN,0,0,0,0,0,9.6000000,336.0
P.S. 188 MICHAEL E. BERDY,2,0,0,0,0,8.4500000,256.0
P.S. 189 LINCOLN TERRACE,2,0,0,0,0,12.2600000,903.0
"P.S. 190 SHEFFIELD, M.S. 907",1,0,0,0,0,7.7700000,147.0
"P.S. 190 SHEFFIELD, M.S. 907",1,0,0,0,0,17.8100000,125.0
"P.S. 191 PAUL ROBESON, EXCELLENCE GIRLS MIDDLE ACADEMY CS",1,0,0,0,0,9.5300000,158.0
P.S. 195 MANHATTAN BEACH,2,0,0,0,0,13.6000000,367.0
"P.S. 195, PS 196",1,0,0,0,0,13.3600000,726.0
"P.S. 195, PS 196",1,0,0,0,0,13.9400000,683.0
"P.S. 196 TEN EYCK, M.S. 582",2,0,0,0,0,10.8600000,317.0
"P.S. 196 TEN EYCK, M.S. 582",2,0,0,0,0,14.0000000,301.0
P.S. 199 FREDERICK WACHTEL,2,0,0,0,0,12.8500000,522.0
"P.S. 199X - THE SHAKESPEARE SCHOOL, P.S. X010",0,0,0,0,0,11.4000000,484.0
P.S. 200 BENSON SCHOOL,1,0,0,0,0,15.8200000,1267.0
"P.S. 202 ERNEST S. JENKYNS, ACHIEVEMENT FIRST ASPIRE CHARTER SCH",2,0,0,0,0,13.0300000,775.0
"P.S. 202 ERNEST S. JENKYNS, ACHIEVEMENT FIRST ASPIRE CHARTER SCH",2,0,0,0,0,12.3000000,228.0
P.S. 207,0,0,0,0,0,12.9200000,336.0
P.S. 207 ELIZABETH G. LEARY,1,0,0,0,0,14.6900000,896.0
P.S. 21 MARGARET EMERY-ELM PARK,2,0,0,0,0,10.0400000,393.0
"P.S. 213 NEW LOTS, P036K AT K213",1,0,0,0,0,11.2800000,218.0
P.S. 214 MICHAEL FRIEDSAM,2,0,0,0,0,13.0700000,724.0
"P.S. 219 KENNEDY-KING, LAMAD ACADEMY CHARTER SCHOOL",2,0,0,0,0,14.9000000,298.0
P.S. 226,0,0,0,0,0,12.5100000,336.0
P.S. 234 INDEPENDENCE SCHOOL,3,0,0,0,0,12.6400000,476.0
P.S. 236 LANGSTON HUGHES,0,0,0,0,0,12.5000000,250.0
P.S. 241 EMMA L. JOHNSTON,0,0,0,0,0,14.5500000,365.0
"P.S. 243K-THE WEEKSVILLE SCHOOL, LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL",2,0,0,0,0,10.1300000,179.0
P.S. 246 POE CENTER,1,0,0,0,0,10.2000000,493.0
P.S. 250 GEORGE H. LINDSAY,2,0,0,0,0,11.6400000,284.0
"P.S. 256 BENJAMIN BANNEKER, COMMUNITY PARTNERSHIP CHARTER SCHOOL",0,0,0,0,0,12.4500000,202.0
P.S. 257 JOHN F. HYLAN,0,0,0,0,0,10.6000000,478.0
"P.S. 261 PHILIP LIVINGSTON, P.S. K369  - COY L. COX SCHOOL",3,0,0,0,0,12.8600000,610.0
P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,3,0,0,0,0,14.4800000,161.0
"P.S. 270 JOHANN DEKALB, COMMUNITY PARTNERSHIP CHARTER SCHOOL",2,0,0,0,0,8.6700000,371.0
"P.S. 270 JOHANN DEKALB, COMMUNITY PARTNERSHIP CHARTER SCHOOL",2,0,0,0,0,9.5700000,96.0
"P.S. 273 WORTMAN, P.S. K004",1,0,0,0,0,5.3200000,399.0
"P.S. 273 WORTMAN, P.S. K004",1,0,0,0,0,14.0900000,310.0
P.S. 274 KOSCIUSKO,3,0,0,0,0,12.3600000,279.0
P.S. 277 GERRITSEN BEACH,1,0,0,0,0,12.3900000,330.0
"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",0,0,0,0,0,11.5600000,733.0
"P.S. 287 BAILEY K. ASHFORD, COMMUNITY ROOTS CHARTER MIDDLE SCH.",1,0,0,0,0,11.5800000,132.0
P.S. 290 JUAN MOREL CAMPOS,0,0,0,0,0,11.8000000,354.0
"P.S. 297 ABRAHAM STOCKTON, SUCCESS ACADEMY CHARTER-MYRTLE AVE MIDDLE",0,0,0,0,0,7.3400000,212.0
"P.S. 298 DR. BETTY SHABAZZ, BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL",1,0,0,0,0,10.2200000,279.0
"P.S. 298 DR. BETTY SHABAZZ, BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL",1,0,0,0,0,13.8800000,330.0
P.S. 299 THOMAS WARREN FIELD,1,0,0,0,0,12.3100000,197.0
P.S. 3 RAUL JULIA MICRO SOCIETY,0,0,0,0,0,10.6100000,307.0
"P.S. 306 ETHAN ALLEN, ACHIEVEMENT FIRST ASPIRE MIDDLE CHARTER SCHOOL",5,0,0,0,0,9.6800000,239.0
P.S. 307 DANIEL HALE WILLIAMS,2,0,0,0,0,9.3600000,315.0
P.S. 308 CLARA CARDWELL,0,0,0,0,0,8.5900000,212.0
"P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY, EXCELLENCE GIRLS CHARTER SCHOOL",2,0,0,0,0,10.0000000,150.0
"P.S. 316 ELIJAH STROUD, ELIJAH STROUD MIDDLE SCHOOL",0,0,0,0,0,7.5500000,121.0
"P.S. 316 ELIJAH STROUD, ELIJAH STROUD MIDDLE SCHOOL",0,0,0,0,0,12.7600000,550.0
P.S. 319,1,0,0,0,0,17.0300000,102.0
P.S. 326,4,0,0,0,0,12.4200000,149.0
"P.S. 327 DR. ROSE B. ENGLISH, P.S. K396",3,0,0,0,0,10.8000000,244.0
"P.S. 328 PHYLLIS WHEATLEY, HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN",2,0,0,0,0,10.3500000,476.0
"P.S. 328 PHYLLIS WHEATLEY, HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN",2,0,0,0,0,11.0600000,243.0
"P.S. 335 GRANVILLE T. WOODS, MS 898 THE BROOKLYN GREEN SCHOOL",1,0,0,0,0,9.1000000,191.0
"P.S. 335 GRANVILLE T. WOODS, MS 898 THE BROOKLYN GREEN SCHOOL",1,0,0,0,0,9.4200000,168.0
P.S. 345 PATROLMAN ROBERT BOLDEN,6,0,0,0,0,14.8600000,517.0
P.S. 35 THE CLOVE VALLEY SCHOOL,2,0,0,0,0,16.1200000,377.0
P.S. 360,0,0,0,0,0,12.2200000,305.0
